Tanggal Cetak : 2019-02-02 10:57:10
Tanggal : 2018-01-01 00:00:00-2018-01-10 00:00:00
Total Omzet : 25355000
Laba Kotor : 10514902
Total Penjualan : 212
Total Barang : 214

ID Pesanan,Jumlah,Waktu,Harga Jual,Harga Beli,Total,Laba,Nama Barang,SKU
ID-20180103-094530,1,2018-01-03 12:05:53 +0000 UTC,130000,67333,130000,62667,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
ID-20180103-094530,1,2018-01-03 12:05:53 +0000 UTC,120000,67333,120000,52667,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
ID-20180103-281889,1,2018-01-03 09:46:13 +0000 UTC,110000,68000,110000,42000,"Zeomila Zipper Casual Blouse (L,Red)",SSI-D01401071-LL-RED
ID-20180103-082704,1,2018-01-03 09:09:44 +0000 UTC,125000,71000,125000,54000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
ID-20180103-448394,1,2018-01-03 08:24:29 +0000 UTC,110000,70000,110000,40000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
ID-20180103-784881,1,2018-01-03 07:47:38 +0000 UTC,125000,69667,125000,55333,"Zeomila Zipper Casual Blouse (M,Red)",SSI-D01401050-MM-RED
ID-20180103-784881,1,2018-01-03 07:47:38 +0000 UTC,115000,68000,115000,47000,"Zeomila Zipper Casual Blouse (L,Red)",SSI-D01401071-LL-RED
ID-20180103-607160,1,2018-01-03 07:36:33 +0000 UTC,120000,67333,120000,52667,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
ID-20180103-909055,1,2018-01-03 04:10:58 +0000 UTC,110000,63250,110000,46750,"Thafqya Plain Raglan Blouse (XL,White)",SSI-D01322275-XL-WHI
ID-20180103-909055,1,2018-01-03 04:10:58 +0000 UTC,120000,68000,120000,52000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
ID-20180103-682889,1,2018-01-03 03:46:32 +0000 UTC,110000,74250,110000,35750,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
ID-20180103-997769,1,2018-01-03 02:44:35 +0000 UTC,115000,78500,115000,36500,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
ID-20180103-997769,1,2018-01-03 02:44:35 +0000 UTC,110000,67333,110000,42667,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
ID-20180103-436879,1,2018-01-03 02:31:44 +0000 UTC,110000,69000,110000,41000,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",SSI-D01326201-XL-KHA
ID-20180103-289144,1,2018-01-03 01:44:37 +0000 UTC,120000,74250,120000,45750,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
ID-20180103-714338,1,2018-01-03 01:34:14 +0000 UTC,110000,74750,110000,35250,"Thafqya Plain Raglan Blouse (L,White)",SSI-D01322234-LL-WHI
ID-20180103-604954,1,2018-01-03 00:34:29 +0000 UTC,115000,68500,115000,46500,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
Rusak,1,2018-01-02 22:14:11 +0000 UTC,0,74750,0,-74750,"Thafqya Plain Raglan Blouse (L,White)",SSI-D01322234-LL-WHI
ID-20180102-427280,1,2018-01-02 21:51:02 +0000 UTC,110000,63250,110000,46750,"Thafqya Plain Raglan Blouse (XL,White)",SSI-D01322275-XL-WHI
ID-20180102-180156,1,2018-01-02 19:56:00 +0000 UTC,115000,63250,115000,51750,"Thafqya Plain Raglan Blouse (XL,White)",SSI-D01322275-XL-WHI
ID-20180102-093912,1,2018-01-02 19:27:00 +0000 UTC,120000,70000,120000,50000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
ID-20180102-418554,1,2018-01-02 15:06:42 +0000 UTC,115000,73000,115000,42000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
ID-20180102-418554,1,2018-01-02 15:06:42 +0000 UTC,130000,70000,130000,60000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
ID-20180102-506428,1,2018-01-02 13:45:26 +0000 UTC,115000,70000,115000,45000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
ID-20180102-308026,1,2018-01-02 13:14:22 +0000 UTC,115000,73000,115000,42000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
ID-20180102-760488,1,2018-01-02 09:14:13 +0000 UTC,120000,63000,120000,57000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
ID-20180102-803756,1,2018-01-02 08:52:26 +0000 UTC,115000,71000,115000,44000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
ID-20180102-804629,1,2018-01-02 08:03:35 +0000 UTC,110000,71250,110000,38750,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
ID-20180102-835807,1,2018-01-02 06:56:03 +0000 UTC,110000,74250,110000,35750,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
ID-20180102-835807,1,2018-01-02 06:56:03 +0000 UTC,130000,71000,130000,59000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
ID-20180102-830252,1,2018-01-02 06:40:37 +0000 UTC,115000,67333,115000,47667,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
ID-20180102-022854,1,2018-01-02 05:50:57 +0000 UTC,110000,71000,110000,39000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
ID-20180102-022854,1,2018-01-02 05:50:57 +0000 UTC,125000,68500,125000,56500,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
ID-20180102-969899,1,2018-01-02 04:09:56 +0000 UTC,115000,71000,115000,44000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
ID-20180102-906366,1,2018-01-02 03:57:15 +0000 UTC,110000,73400,110000,36600,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
ID-20180102-710392,1,2018-01-02 02:07:42 +0000 UTC,125000,71000,125000,54000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
ID-20180102-710392,1,2018-01-02 02:07:42 +0000 UTC,125000,73000,125000,52000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
ID-20180102-353713,1,2018-01-02 01:54:07 +0000 UTC,125000,68000,125000,57000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
ID-20180101-162850,1,2018-01-02 01:41:37 +0000 UTC,125000,69667,125000,55333,"Zeomila Zipper Casual Blouse (M,Red)",SSI-D01401050-MM-RED
ID-20180101-215093,1,2018-01-01 22:55:31 +0000 UTC,130000,68000,130000,62000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
ID-20180101-109691,1,2018-01-01 20:12:11 +0000 UTC,125000,69000,125000,56000,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",SSI-D01326201-XL-KHA
ID-20180101-980137,1,2018-01-01 19:18:46 +0000 UTC,110000,69667,110000,40333,"Zeomila Zipper Casual Blouse (M,Red)",SSI-D01401050-MM-RED
ID-20180101-630436,1,2018-01-01 17:35:22 +0000 UTC,120000,69667,120000,50333,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
ID-20180101-563331,1,2018-01-01 12:06:25 +0000 UTC,120000,78500,120000,41500,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
ID-20180101-563331,1,2018-01-01 12:06:25 +0000 UTC,130000,73000,130000,57000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
ID-20180101-004935,1,2018-01-01 11:42:48 +0000 UTC,130000,67333,130000,62667,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
ID-20180101-350274,1,2018-01-01 08:24:36 +0000 UTC,125000,73000,125000,52000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
ID-20180101-350274,1,2018-01-01 08:24:36 +0000 UTC,115000,71000,115000,44000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
ID-20180101-875701,1,2018-01-01 05:54:24 +0000 UTC,130000,78500,130000,51500,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
ID-20180101-875701,1,2018-01-01 05:54:24 +0000 UTC,125000,68000,125000,57000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
ID-20180101-023993,1,2018-01-01 04:08:30 +0000 UTC,130000,69333,130000,60667,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
ID-20180101-023993,1,2018-01-01 04:08:30 +0000 UTC,110000,74750,110000,35250,"Thafqya Plain Raglan Blouse (L,White)",SSI-D01322234-LL-WHI
