Jumlah Keluar,Catatan,Waktu,Harga Jual,Total,Nama Barang,SKU
1,Pesanan ID-20171124-361633,2017-11-24 01:23:20 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171124-361633,2017-11-24 01:23:20 +0000 UTC,130000,130000,"Thafqya Plain Raglan Blouse (XL,White)",SSI-D01322275-XL-WHI
1,Pesanan ID-20171124-354266,2017-11-24 00:56:45 +0000 UTC,110000,110000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171124-638346,2017-11-24 00:34:16 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20171123-163612,2017-11-23 22:59:06 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20171123-418028,2017-11-23 22:42:04 +0000 UTC,125000,125000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171123-774133,2017-11-23 16:35:50 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171123-774133,2017-11-23 16:35:50 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20171123-860634,2017-11-23 14:52:26 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20171123-860634,2017-11-23 14:52:26 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171123-886075,2017-11-23 13:33:01 +0000 UTC,115000,115000,"Thafqya Plain Raglan Blouse (L,White)",SSI-D01322234-LL-WHI
1,Pesanan ID-20171123-028475,2017-11-23 12:38:07 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20171123-028475,2017-11-23 12:38:07 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171123-619636,2017-11-23 11:09:44 +0000 UTC,125000,125000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171123-674295,2017-11-23 10:32:34 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20171123-674295,2017-11-23 10:32:34 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171123-058926,2017-11-23 09:59:53 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20171123-414691,2017-11-23 09:49:48 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20171123-414691,2017-11-23 09:49:48 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171123-489412,2017-11-23 09:35:36 +0000 UTC,125000,125000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171123-103919,2017-11-23 08:26:18 +0000 UTC,110000,110000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171123-282390,2017-11-23 08:23:37 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20171123-153099,2017-11-23 08:06:03 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171123-625593,2017-11-23 07:57:48 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20171123-874261,2017-11-23 07:40:27 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Barang Hilang,2017-11-23 06:44:26 +0000 UTC,0,0,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20171123-278471,2017-11-23 06:04:32 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171123-203668,2017-11-23 05:23:07 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171123-010573,2017-11-23 04:05:41 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20171123-839035,2017-11-23 04:02:41 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171123-338498,2017-11-23 03:35:41 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171123-245381,2017-11-23 03:21:26 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171123-865338,2017-11-23 02:12:54 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",SSI-D01326201-XL-KHA
1,Pesanan ID-20171123-865338,2017-11-23 02:12:54 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171123-279246,2017-11-23 02:04:07 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20171123-223772,2017-11-23 01:08:33 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171123-223772,2017-11-23 01:08:33 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20171123-205985,2017-11-23 00:25:09 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171122-589966,2017-11-22 22:56:49 +0000 UTC,130000,130000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171122-589966,2017-11-22 22:56:49 +0000 UTC,110000,110000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171122-007793,2017-11-22 22:35:40 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20171122-155865,2017-11-22 21:35:55 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20171122-155865,2017-11-22 21:35:55 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20171122-509780,2017-11-22 17:19:38 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171122-509780,2017-11-22 17:19:38 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20171122-550043,2017-11-22 16:13:04 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20171122-245525,2017-11-22 15:55:36 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20171122-915171,2017-11-22 13:31:14 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171122-656514,2017-11-22 12:53:45 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
1,Pesanan ID-20171122-656514,2017-11-22 12:53:45 +0000 UTC,125000,125000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171122-644753,2017-11-22 11:02:09 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171122-644753,2017-11-22 11:02:09 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20171122-026539,2017-11-22 10:35:32 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171122-026539,2017-11-22 10:35:32 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171122-665156,2017-11-22 10:31:19 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20171122-827138,2017-11-22 10:20:41 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20171122-446669,2017-11-22 09:34:35 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20171122-975711,2017-11-22 09:27:13 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20171122-232203,2017-11-22 08:40:33 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20171122-295799,2017-11-22 07:05:59 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20171122-295799,2017-11-22 07:05:59 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20171122-651901,2017-11-22 06:22:10 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20171122-656103,2017-11-22 06:12:39 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171122-999388,2017-11-22 05:57:25 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171122-999388,2017-11-22 05:57:25 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20171122-293627,2017-11-22 02:41:00 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171122-293627,2017-11-22 02:41:00 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20171122-031413,2017-11-22 01:41:24 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (L,Yellow)",SSI-D01220349-LL-YEL
1,Pesanan ID-20171122-031413,2017-11-22 01:41:24 +0000 UTC,115000,115000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171122-230634,2017-11-22 01:12:22 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20171121-127524,2017-11-21 21:56:27 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Pesanan ID-20171121-128636,2017-11-21 15:28:40 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20171121-889026,2017-11-21 15:22:55 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20171121-889026,2017-11-21 15:22:55 +0000 UTC,115000,115000,"Zeomila Zipper Casual Blouse (XL,Red)",SSI-D01401064-XL-RED
1,Pesanan ID-20171121-984102,2017-11-21 13:49:49 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Pesanan ID-20171121-448949,2017-11-21 13:08:46 +0000 UTC,115000,115000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171121-448949,2017-11-21 13:08:46 +0000 UTC,115000,115000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171121-807536,2017-11-21 09:34:18 +0000 UTC,115000,115000,"Zeomila Zipper Casual Blouse (M,Red)",SSI-D01401050-MM-RED
1,Pesanan ID-20171121-154093,2017-11-21 09:32:57 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20171121-947757,2017-11-21 09:27:05 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171121-656724,2017-11-21 08:35:17 +0000 UTC,130000,130000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171121-679577,2017-11-21 08:23:40 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171121-563052,2017-11-21 06:20:49 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20171121-412166,2017-11-21 05:02:17 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20171121-412166,2017-11-21 05:02:17 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171121-554040,2017-11-21 04:18:08 +0000 UTC,130000,130000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171121-629873,2017-11-21 03:49:32 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20171121-976572,2017-11-21 03:08:21 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
1,Pesanan ID-20171120-784280,2017-11-20 23:34:31 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20171120-784280,2017-11-20 23:34:31 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171120-232667,2017-11-20 19:14:03 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20171120-075790,2017-11-20 17:47:26 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20171120-129497,2017-11-20 17:04:18 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171120-129497,2017-11-20 17:04:18 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171120-951054,2017-11-20 15:43:21 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20171120-885898,2017-11-20 14:14:28 +0000 UTC,110000,110000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171120-885898,2017-11-20 14:14:28 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Pesanan ID-20171120-144702,2017-11-20 12:46:13 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20171120-498887,2017-11-20 12:00:28 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171120-976296,2017-11-20 11:29:32 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20171120-976296,2017-11-20 11:29:32 +0000 UTC,110000,110000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171120-854080,2017-11-20 08:22:46 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20171120-854080,2017-11-20 08:22:46 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",SSI-D01326201-XL-KHA
1,Pesanan ID-20171120-223084,2017-11-20 08:11:23 +0000 UTC,110000,110000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171120-368982,2017-11-20 07:57:14 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171120-055463,2017-11-20 04:25:21 +0000 UTC,125000,125000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171120-055463,2017-11-20 04:25:21 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
1,Pesanan ID-20171120-234568,2017-11-20 04:09:56 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20171120-234568,2017-11-20 04:09:56 +0000 UTC,130000,130000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171120-543586,2017-11-20 01:54:11 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20171120-039957,2017-11-20 01:14:22 +0000 UTC,125000,125000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171120-039957,2017-11-20 01:14:22 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171119-201375,2017-11-19 23:11:50 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171119-555619,2017-11-19 23:07:26 +0000 UTC,115000,115000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171119-415799,2017-11-19 23:06:28 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20171119-136864,2017-11-19 15:40:22 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20171119-136864,2017-11-19 15:40:22 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171119-374542,2017-11-19 11:21:28 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Barang Rusak,2017-11-19 09:53:38 +0000 UTC,0,0,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20171119-007533,2017-11-19 06:45:04 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20171119-980840,2017-11-19 06:16:06 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20171119-980840,2017-11-19 06:16:06 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20171119-560592,2017-11-19 05:03:46 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20171119-580299,2017-11-19 04:25:19 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20171119-516020,2017-11-19 04:16:45 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171119-145683,2017-11-19 02:56:29 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (L,Yellow)",SSI-D01220349-LL-YEL
1,Pesanan ID-20171119-145683,2017-11-19 02:56:29 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20171118-115750,2017-11-18 15:41:48 +0000 UTC,130000,130000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171118-115750,2017-11-18 15:41:48 +0000 UTC,130000,130000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171118-115750,2017-11-18 15:41:48 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Barang Hilang,2017-11-18 13:59:11 +0000 UTC,0,0,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20171118-012321,2017-11-18 10:34:41 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20171118-012321,2017-11-18 10:34:41 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20171118-570202,2017-11-18 10:21:00 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
1,Pesanan ID-20171118-999639,2017-11-18 06:25:47 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171118-999639,2017-11-18 06:25:47 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (L,Yellow)",SSI-D01220349-LL-YEL
1,Pesanan ID-20171118-927368,2017-11-18 04:49:23 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20171118-927368,2017-11-18 04:49:23 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20171118-897747,2017-11-18 03:46:40 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20171118-463326,2017-11-18 01:14:52 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
1,Pesanan ID-20171117-107180,2017-11-17 23:49:29 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20171117-603293,2017-11-17 22:35:21 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (L,Yellow)",SSI-D01220349-LL-YEL
1,Pesanan ID-20171117-603293,2017-11-17 22:35:21 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20171117-902498,2017-11-17 21:16:49 +0000 UTC,115000,115000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171117-807046,2017-11-17 15:28:58 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20171117-807046,2017-11-17 15:28:58 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20171117-112843,2017-11-17 14:20:53 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20171117-886525,2017-11-17 14:14:05 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20171117-744812,2017-11-17 12:50:21 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20171117-435218,2017-11-17 11:06:22 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20171117-435218,2017-11-17 11:06:22 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20171117-911026,2017-11-17 08:04:21 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
4,Pesanan ID-20171117-272791,2017-11-17 06:36:30 +0000 UTC,120000,480000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20171117-272791,2017-11-17 06:36:30 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20171117-994035,2017-11-17 05:25:51 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20171117-994035,2017-11-17 05:25:51 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171117-510501,2017-11-17 05:01:31 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20171117-547325,2017-11-17 03:14:11 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20171117-129026,2017-11-17 02:34:41 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20171117-129026,2017-11-17 02:34:41 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20171117-813079,2017-11-17 02:20:51 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20171117-656359,2017-11-17 01:42:28 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20171117-904621,2017-11-17 00:27:16 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
